STT,Biệt dược,SĐK,Hoạt chất,Chỉ định nguồn,Thuật ngữ gợi ý,Mã ICD-10,Tên ICD-10 chính thức,Cảnh báo mã
276,Vecmid 500mg,VN-22663-20,Vancomycin,"Nhiễm Gram dương nặng, đặc biệt MRSA; viêm nội tâm mạc, xương khớp, viêm phổi bệnh viện, nhiễm khuẩn huyết | đường uống cho C. difficile",Viêm nội tâm mạc,I33.0,Viêm nội tâm mạc do nhiễm trùng cấp tính và/hoặc bán cấp tính,
276,Vecmid 500mg,VN-22663-20,Vancomycin,"Nhiễm Gram dương nặng, đặc biệt MRSA; viêm nội tâm mạc, xương khớp, viêm phổi bệnh viện, nhiễm khuẩn huyết | đường uống cho C. difficile",Nhiễm Clostridioides difficile,A04.7,Viêm ruột do vi khuẩn Clostridium difficile,
277,Veltaron,893110208623,Diclofenac,"Đau và viêm cấp trong bệnh cơ xương khớp | đau sau phẫu thuật, cơn đau quặn, thống kinh",Đau,R52.9,"Đau, không xác định",
277,Veltaron,893110208623,Diclofenac,"Đau và viêm cấp trong bệnh cơ xương khớp | đau sau phẫu thuật, cơn đau quặn, thống kinh",Đau bụng,R10.4,Đau bụng khác và/hoặc không xác định,
277,Veltaron,893110208623,Diclofenac,"Đau và viêm cấp trong bệnh cơ xương khớp | đau sau phẫu thuật, cơn đau quặn, thống kinh",Thống kinh,N94.6,"Đau bụng kinh, không xác định",Mã chỉ/chủ yếu ở nữ
278,Ventolin Inhaler,VN-18791-15,Salbutamol,Cắt cơn co thắt phế quản trong hen/COPD; dự phòng co thắt do gắng sức; tăng kali máu dùng khí dung liều cao như biện pháp hỗ trợ,Tăng kali máu,E87.5,Tăng kali máu,
278,Ventolin Inhaler,VN-18791-15,Salbutamol,Cắt cơn co thắt phế quản trong hen/COPD; dự phòng co thắt do gắng sức; tăng kali máu dùng khí dung liều cao như biện pháp hỗ trợ,Hen phế quản,J45.9,"Hen phế quản [hen suyễn] [hen], không xác định",
278,Ventolin Inhaler,VN-18791-15,Salbutamol,Cắt cơn co thắt phế quản trong hen/COPD; dự phòng co thắt do gắng sức; tăng kali máu dùng khí dung liều cao như biện pháp hỗ trợ,Bệnh phổi tắc nghẽn mạn tính,J44.9,"Bệnh phổi tắc nghẽn mạn tính, không xác định",
279,Vigahom,VD-28678-18,Sắt gluconat + mangan gluconat + đồng gluconat,"Điều trị hoặc dự phòng thiếu sắt, đặc biệt thai kỳ, sau mất máu hoặc nhu cầu tăng",Thiếu sắt/thiếu máu thiếu sắt,D50.9,"Thiếu máu thiếu sắt, không xác định",
280,Vin-enama,893110232624,Dung dịch thụt tháo trực tràng,Điều trị táo bón ngắn hạn hoặc làm sạch trực tràng trước thủ thuật,Táo bón,K59.0,Táo bón,
280,Vin-enama,893110232624,Dung dịch thụt tháo trực tràng,Điều trị táo bón ngắn hạn hoặc làm sạch trực tràng trước thủ thuật,Chăm sóc liên quan gây tê/gây mê/thủ thuật,Z51.4,"Chăm sóc chuẩn bị cho điều trị tiếp theo, không phân loại mục khác",
281,Vincain,893114470724,Procain hydroclorid 60 mg/2 ml,Gây tê tại chỗ hoặc phong bế thần kinh cho thủ thuật phù hợp với procain.,Chăm sóc liên quan gây tê/gây mê/thủ thuật,Z51.4,"Chăm sóc chuẩn bị cho điều trị tiếp theo, không phân loại mục khác",
282,Vincerol,VD-28148-17,Acenocoumarol,Phòng và điều trị huyết khối tĩnh mạch; dự phòng thuyên tắc ở rung nhĩ hoặc van tim theo chỉ định chuyên khoa,Rung nhĩ,I48.9,"Rung nhĩ và/hoặc cuồng nhĩ, không xác định",
282,Vincerol,VD-28148-17,Acenocoumarol,Phòng và điều trị huyết khối tĩnh mạch; dự phòng thuyên tắc ở rung nhĩ hoặc van tim theo chỉ định chuyên khoa,Huyết khối tĩnh mạch,I82.9,"Thuyên tắc và/hoặc huyết khối, không xác định tĩnh mạch",
283,Vinceryl 5mg/5ml,893110030324,Nitroglycerin,"Cắt cơn đau thắt ngực; hội chứng vành cấp, phù phổi cấp hoặc tăng huyết áp cấp có chỉ định dùng nitrate",Tăng huyết áp,I10,Bệnh tăng huyết áp vô căn (nguyên phát),
283,Vinceryl 5mg/5ml,893110030324,Nitroglycerin,"Cắt cơn đau thắt ngực; hội chứng vành cấp, phù phổi cấp hoặc tăng huyết áp cấp có chỉ định dùng nitrate",Đau thắt ngực,I20.9,"Cơn đau thắt ngực, không xác định",
283,Vinceryl 5mg/5ml,893110030324,Nitroglycerin,"Cắt cơn đau thắt ngực; hội chứng vành cấp, phù phổi cấp hoặc tăng huyết áp cấp có chỉ định dùng nitrate",Hội chứng vành cấp,I24.9,"Bệnh tim do thiếu máu cục bộ cấp tính, không xác định",
284,VINCOMID,VD-21919-14,Metoclopramid,Buồn nôn/nôn; liệt dạ dày do đái tháo đường; hỗ trợ thủ thuật tiêu hóa; dự phòng nôn sau phẫu thuật/hóa trị theo phác đồ,Liệt dạ dày,K31.8,Bệnh xác định khác của dạ dày và/hoặc tá tràng,
284,VINCOMID,VD-21919-14,Metoclopramid,Buồn nôn/nôn; liệt dạ dày do đái tháo đường; hỗ trợ thủ thuật tiêu hóa; dự phòng nôn sau phẫu thuật/hóa trị theo phác đồ,Hóa trị ung thư,Z51.1,Đợt hóa trị liệu điều trị u tân sinh,
284,VINCOMID,VD-21919-14,Metoclopramid,Buồn nôn/nôn; liệt dạ dày do đái tháo đường; hỗ trợ thủ thuật tiêu hóa; dự phòng nôn sau phẫu thuật/hóa trị theo phác đồ,Buồn nôn/nôn,R11,Buồn nôn và/hoặc nôn,
285,Vinphatoxin,893114039523,Oxytocin,Khởi phát hoặc tăng co chuyển dạ khi có chỉ định; phòng và điều trị băng huyết sau sinh do đờ tử cung,Băng huyết sau sinh,O72.1,Băng huyết ngay sau đẻ,Mã chỉ/chủ yếu ở nữ
285,Vinphatoxin,893114039523,Oxytocin,Khởi phát hoặc tăng co chuyển dạ khi có chỉ định; phòng và điều trị băng huyết sau sinh do đờ tử cung,Khởi phát chuyển dạ,O83.8,Can thiệp xác định khác hỗ trợ đẻ một thai,Mã chỉ/chủ yếu ở nữ
286,Vinphyton,893110712324,Phytomenadion (vitamin K1),Phòng và điều trị xuất huyết do thiếu vitamin K | đảo ngược tác dụng kháng vitamin K theo mức độ,"Thiếu vitamin, không xác định",E56.9,"Thiếu vitamin, không xác định",
286,Vinphyton,893110712324,Phytomenadion (vitamin K1),Phòng và điều trị xuất huyết do thiếu vitamin K | đảo ngược tác dụng kháng vitamin K theo mức độ,Chảy máu/xuất huyết,R58,"Xuất huyết, không phân loại mục khác",
287,Vinsalmol,VD-26324-17,Salbutamol,Cắt cơn co thắt phế quản trong hen/COPD; dự phòng co thắt do gắng sức; tăng kali máu dùng khí dung liều cao như biện pháp hỗ trợ,Tăng kali máu,E87.5,Tăng kali máu,
287,Vinsalmol,VD-26324-17,Salbutamol,Cắt cơn co thắt phế quản trong hen/COPD; dự phòng co thắt do gắng sức; tăng kali máu dùng khí dung liều cao như biện pháp hỗ trợ,Hen phế quản,J45.9,"Hen phế quản [hen suyễn] [hen], không xác định",
287,Vinsalmol,VD-26324-17,Salbutamol,Cắt cơn co thắt phế quản trong hen/COPD; dự phòng co thắt do gắng sức; tăng kali máu dùng khí dung liều cao như biện pháp hỗ trợ,Bệnh phổi tắc nghẽn mạn tính,J44.9,"Bệnh phổi tắc nghẽn mạn tính, không xác định",
288,Vitamin A-D,VD-19550-13,Vitamin A + vitamin D,Phòng hoặc điều trị thiếu vitamin A và D trong trường hợp có nguy cơ hoặc được xác định,"Thiếu vitamin, không xác định",E56.9,"Thiếu vitamin, không xác định",
288,Vitamin A-D,VD-19550-13,Vitamin A + vitamin D,Phòng hoặc điều trị thiếu vitamin A và D trong trường hợp có nguy cơ hoặc được xác định,Thiếu vitamin A,E50.9,"Thiếu vitamin A, không xác định",
289,Vitamin A-D,893100341124,Vitamin A + vitamin D,Phòng hoặc điều trị thiếu vitamin A và D trong trường hợp có nguy cơ hoặc được xác định,"Thiếu vitamin, không xác định",E56.9,"Thiếu vitamin, không xác định",
289,Vitamin A-D,893100341124,Vitamin A + vitamin D,Phòng hoặc điều trị thiếu vitamin A và D trong trường hợp có nguy cơ hoặc được xác định,Thiếu vitamin A,E50.9,"Thiếu vitamin A, không xác định",
290,Vitamin B1,VD-27248-17,Thiamin (vitamin B1),"Thiếu vitamin B1, bệnh não Wernicke, hỗ trợ trong nghiện rượu/suy dinh dưỡng","Thiếu vitamin, không xác định",E56.9,"Thiếu vitamin, không xác định",
290,Vitamin B1,VD-27248-17,Thiamin (vitamin B1),"Thiếu vitamin B1, bệnh não Wernicke, hỗ trợ trong nghiện rượu/suy dinh dưỡng",Thiếu vitamin B1,E51.9,"Thiếu thiamine, không xác định",
290,Vitamin B1,VD-27248-17,Thiamin (vitamin B1),"Thiếu vitamin B1, bệnh não Wernicke, hỗ trợ trong nghiện rượu/suy dinh dưỡng",Bệnh não Wernicke,E51.2,Bệnh lý não Wernicke,
290,Vitamin B1,VD-27248-17,Thiamin (vitamin B1),"Thiếu vitamin B1, bệnh não Wernicke, hỗ trợ trong nghiện rượu/suy dinh dưỡng",Thiếu vitamin nhóm B,E53.9,"Thiếu vitamin B, không xác định",
291,Vitamin B1-B6-B12,VD-18447-13,Vitamin B1 + B6 + B12,"Phòng/điều trị thiếu vitamin nhóm B, bệnh lý thần kinh do thiếu vitamin","Thiếu vitamin, không xác định",E56.9,"Thiếu vitamin, không xác định",
291,Vitamin B1-B6-B12,VD-18447-13,Vitamin B1 + B6 + B12,"Phòng/điều trị thiếu vitamin nhóm B, bệnh lý thần kinh do thiếu vitamin",Thiếu vitamin nhóm B,E53.9,"Thiếu vitamin B, không xác định",
292,Vitamin E 400IU,VD-18448-13,Vitamin E,Điều trị thiếu vitamin E do kém hấp thu; một số chỉ định hỗ trợ theo HDSD,Kém hấp thu,K90.9,"Suy giảm hấp thu ở ruột, không xác định",
292,Vitamin E 400IU,VD-18448-13,Vitamin E,Điều trị thiếu vitamin E do kém hấp thu; một số chỉ định hỗ trợ theo HDSD,"Thiếu vitamin, không xác định",E56.9,"Thiếu vitamin, không xác định",
292,Vitamin E 400IU,VD-18448-13,Vitamin E,Điều trị thiếu vitamin E do kém hấp thu; một số chỉ định hỗ trợ theo HDSD,Thiếu vitamin E,E56.0,Thiếu vitamin E,
293,Vitaplex 500ml,VN-21344-18,Vitamin nhóm B + vitamin C + glucose truyền tĩnh mạch,Bổ sung vitamin tan trong nước và năng lượng ở người không ăn đủ hoặc cần nuôi dưỡng đường tĩnh mạch,Suy dinh dưỡng,E46,Suy dinh dưỡng do thiếu protein - năng lượng không xác định,
293,Vitaplex 500ml,VN-21344-18,Vitamin nhóm B + vitamin C + glucose truyền tĩnh mạch,Bổ sung vitamin tan trong nước và năng lượng ở người không ăn đủ hoặc cần nuôi dưỡng đường tĩnh mạch,"Thiếu vitamin, không xác định",E56.9,"Thiếu vitamin, không xác định",
294,Vitol,893110454524,Natri hyaluronat,"Bôi trơn mắt, giảm khô rát và kích ứng do khô mắt",Khô mắt,H04.1,Rối loạn khác của tuyến lệ,
295,Volulyte 6%,VN-19956-16,Hydroxyethyl starch,"Giảm thể tích tuần hoàn cấp do mất máu khi dung dịch tinh thể đơn thuần không đủ, trong phạm vi chỉ định được phê duyệt",Mất nước/giảm thể tích,E86,Giảm thể tích,
295,Volulyte 6%,VN-19956-16,Hydroxyethyl starch,"Giảm thể tích tuần hoàn cấp do mất máu khi dung dịch tinh thể đơn thuần không đủ, trong phạm vi chỉ định được phê duyệt",Sốc giảm thể tích,R57.1,Sốc giảm thể tích,
296,Vorifend 500,VD-32594-19,Glucosamin,"Điều trị triệu chứng thoái hóa khớp nhẹ đến vừa, chủ yếu khớp gối, theo chỉ định chế phẩm",Thoái hóa khớp,M19.9,"Thoái hóa khớp, không xác định",Có mã 4/5 ký tự cụ thể hơn
296,Vorifend 500,VD-32594-19,Glucosamin,"Điều trị triệu chứng thoái hóa khớp nhẹ đến vừa, chủ yếu khớp gối, theo chỉ định chế phẩm",Thoái hóa khớp gối,M17.9,"Thoái hóa khớp gối, không xác định",
297,Wosulin 30/70,890410177200,Insulin người biphasic 30/70,Đái tháo đường cần insulin khi chế độ insulin trộn sẵn phù hợp,Đái tháo đường cần insulin,E10.9,"Bệnh đái tháo đường típ 1, không kèm biến chứng",
297,Wosulin 30/70,890410177200,Insulin người biphasic 30/70,Đái tháo đường cần insulin khi chế độ insulin trộn sẵn phù hợp,Đái tháo đường cần insulin,E11.9,"Bệnh đái tháo đường típ 2, không kèm biến chứng",
298,Wosulin-R TTYTHD-26,890410092323,Insulin người hòa tan (regular human insulin),"Đái tháo đường typ 1, typ 2 cần insulin; tăng đường huyết cấp, DKA/HHS và kiểm soát đường huyết nội trú",Đái tháo đường typ 1,E10.9,"Bệnh đái tháo đường típ 1, không kèm biến chứng",
298,Wosulin-R TTYTHD-26,890410092323,Insulin người hòa tan (regular human insulin),"Đái tháo đường typ 1, typ 2 cần insulin; tăng đường huyết cấp, DKA/HHS và kiểm soát đường huyết nội trú",Nhiễm toan ceton do đái tháo đường,E10.1,"Bệnh đái tháo đường típ 1, kèm nhiễm toan ceton",
298,Wosulin-R TTYTHD-26,890410092323,Insulin người hòa tan (regular human insulin),"Đái tháo đường typ 1, typ 2 cần insulin; tăng đường huyết cấp, DKA/HHS và kiểm soát đường huyết nội trú",Nhiễm toan ceton do đái tháo đường,E11.1,"Bệnh đái tháo đường típ 2, kèm nhiễm toan ceton",
298,Wosulin-R TTYTHD-26,890410092323,Insulin người hòa tan (regular human insulin),"Đái tháo đường typ 1, typ 2 cần insulin; tăng đường huyết cấp, DKA/HHS và kiểm soát đường huyết nội trú",Tăng áp lực thẩm thấu do đái tháo đường,E11.0,"Bệnh đái tháo đường típ 2, kèm hôn mê",
299,Xenetix 300 50ml,VN-16786-13,Iobitridol,"Thuốc cản quang iod dùng trong CT, chụp mạch và các kỹ thuật X-quang có cản quang",Khám/chẩn đoán hình ảnh có cản quang,Z01.8,Khám chuyên khoa xác định khác,
300,Zensalbu nebules 2.5,VD-21553-14,Salbutamol,Cắt cơn co thắt phế quản trong hen/COPD; dự phòng co thắt do gắng sức; tăng kali máu dùng khí dung liều cao như biện pháp hỗ trợ,Tăng kali máu,E87.5,Tăng kali máu,
300,Zensalbu nebules 2.5,VD-21553-14,Salbutamol,Cắt cơn co thắt phế quản trong hen/COPD; dự phòng co thắt do gắng sức; tăng kali máu dùng khí dung liều cao như biện pháp hỗ trợ,Hen phế quản,J45.9,"Hen phế quản [hen suyễn] [hen], không xác định",
300,Zensalbu nebules 2.5,VD-21553-14,Salbutamol,Cắt cơn co thắt phế quản trong hen/COPD; dự phòng co thắt do gắng sức; tăng kali máu dùng khí dung liều cao như biện pháp hỗ trợ,Bệnh phổi tắc nghẽn mạn tính,J44.9,"Bệnh phổi tắc nghẽn mạn tính, không xác định",
301,Zensonid,893110281923,Budesonid,Viêm mũi dị ứng với dạng xịt; kiểm soát hen với dạng hít/khí dung; không dùng đơn độc cắt cơn hen cấp,Hen phế quản,J45.9,"Hen phế quản [hen suyễn] [hen], không xác định",
301,Zensonid,893110281923,Budesonid,Viêm mũi dị ứng với dạng xịt; kiểm soát hen với dạng hít/khí dung; không dùng đơn độc cắt cơn hen cấp,Viêm mũi dị ứng,J30.4,"Viêm mũi dị ứng, không xác định",
301,Zensonid,893110281923,Budesonid,Viêm mũi dị ứng với dạng xịt; kiểm soát hen với dạng hít/khí dung; không dùng đơn độc cắt cơn hen cấp,Viêm mũi,J31.0,Viêm mũi mạn tính,
302,Zentanil,893110204824,Acetylleucin,Điều trị triệu chứng cơn chóng mặt do nhiều nguyên nhân sau khi đã đánh giá nguyên nhân,Chóng mặt,R42,Hoa mắt và/hoặc chóng mặt,
303,Zoledro-BFS,893110334924,Acid zoledronic,"Loãng xương, bệnh Paget; tăng calci máu do ung thư; dự phòng biến cố xương ở ung thư có tổn thương xương",Rối loạn calci máu,E83.5,Rối loạn chuyển hóa calci,
303,Zoledro-BFS,893110334924,Acid zoledronic,"Loãng xương, bệnh Paget; tăng calci máu do ung thư; dự phòng biến cố xương ở ung thư có tổn thương xương",Loãng xương,M81.0,Loãng xương sau mãn kinh,Có mã 4/5 ký tự cụ thể hơn | Mã chỉ/chủ yếu ở nữ
303,Zoledro-BFS,893110334924,Acid zoledronic,"Loãng xương, bệnh Paget; tăng calci máu do ung thư; dự phòng biến cố xương ở ung thư có tổn thương xương",Bệnh Paget xương,M88.9,"Bệnh Paget xương, không xác định",Có mã 4/5 ký tự cụ thể hơn
303,Zoledro-BFS,893110334924,Acid zoledronic,"Loãng xương, bệnh Paget; tăng calci máu do ung thư; dự phòng biến cố xương ở ung thư có tổn thương xương",Ung thư có tổn thương xương,C79.5,U ác tính thứ phát ở xương và/hoặc tủy xương,
304,Zoledronic Acid,VN-22321-19,Acid zoledronic,"Loãng xương, bệnh Paget; tăng calci máu do ung thư; dự phòng biến cố xương ở ung thư có tổn thương xương",Rối loạn calci máu,E83.5,Rối loạn chuyển hóa calci,
304,Zoledronic Acid,VN-22321-19,Acid zoledronic,"Loãng xương, bệnh Paget; tăng calci máu do ung thư; dự phòng biến cố xương ở ung thư có tổn thương xương",Loãng xương,M81.0,Loãng xương sau mãn kinh,Có mã 4/5 ký tự cụ thể hơn | Mã chỉ/chủ yếu ở nữ
